@relation 'Multiclass Clothing Sales Dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-Llast'

@attribute Product_Category {'Traditional Wear',Athleisure,Outerwear,Bottoms,Tops}
@attribute Brand {'Forever 21','Ralph Lauren',Nike,Zara,Wrangler,Balenciaga,Uniqlo,Reebok,Gucci,'Louis Vuitton','Tommy Hilfiger','Under Armour','Calvin Klein',Puma,Diesel,Versace,Levi’s,Adidas,H&M,GAP}
@attribute Product_Name {Tops,'Casual Shirt',Blazer,Leggings,Dress,Jeans,Hoodie,Jumpsuit,Trousers,Jacket,Skirt,T-Shirt,Saree,Kurta,Shorts,'Polo Shirt',Palazzo,Sweatshirt,'Formal Shirt','Track Pants'}
@attribute Gender {Women,Men}
@attribute Size {S,XXL,M,XL,L}
@attribute Color {White,Yellow,Green,Orange,Purple,Black,Pink,Red,Blue}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,'Net Banking',Cash}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price numeric
@attribute Cost_Price numeric
@attribute Discount_Percentage numeric
@attribute Quantity_Sold numeric
@attribute Total_Sales numeric
@attribute Stock_Availability numeric
@attribute Customer_Age numeric
@attribute Purchase_Frequency numeric
@attribute Store_Rating numeric
@attribute Return_Rate numeric
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
Athleisure,Versace,Jacket,Men,XL,Green,Summer,'Net Banking',Returning,2332.973383,607.943867,6.187274,5,65840.708121,439,57,3.471668,3.565315,24.943769,'Medium Sales',no,no
Bottoms,Uniqlo,Kurta,Women,S,Green,Summer,Cash,Returning,1490.881225,1334.980897,31.118506,8,36479.916437,24,45,2.546718,3.943508,10.931964,'Medium Sales',no,no
'Traditional Wear',H&M,Jacket,Men,L,Green,Summer,UPI,Returning,1766.713281,1075.985973,43.229279,1,54671.095928,385,34,5.802299,3.068533,12.65302,'Medium Sales',no,no
Bottoms,'Calvin Klein','Casual Shirt',Women,L,White,All-Season,UPI,New,1860.040156,738.858796,17.366627,4,47752.925454,272,41.066821,3.196178,4.423963,3.298988,'High Sales',no,no
Tops,Diesel,Hoodie,Women,L,White,All-Season,Cash,New,1554.029505,540.330139,44.493704,3,45346.102903,498,60,2.219838,4.603699,17.135353,'Medium Sales',no,no
Athleisure,H&M,Jeans,Women,S,Pink,Summer,Cash,Returning,984.372856,1490.529427,0.40624,9,56306.885967,44,62,3.846751,4.137726,24.77175,'Medium Sales',no,no
Tops,Diesel,Palazzo,Women,S,Orange,All-Season,UPI,Returning,952.021172,1570.091686,29.602181,7,60378.201,417,29,2.029083,4.254018,20.853348,'Low Sales',no,no
Bottoms,Zara,Jacket,Women,XXL,Yellow,All-Season,'Net Banking',Returning,1546.322026,1351.004334,4.997585,4,72062.209677,302,29,2.39234,4.081388,7.896915,'High Sales',no,no
Athleisure,Reebok,Palazzo,Men,S,Purple,Winter,UPI,New,1423.057157,1469.349037,21.789309,3,94399.081438,177,36,4.346924,4.251194,22.361583,'High Sales',no,no
Athleisure,Diesel,Jacket,Women,XL,Purple,All-Season,'Net Banking',New,1023.145538,1170.653249,1.999123,1,84803.378009,137,31,2.396717,3.759498,10.486226,'High Sales',no,no
Tops,'Tommy Hilfiger',Jacket,Women,XXL,White,All-Season,Cash,Returning,1285.17464,1192.991093,8.319288,8,48743.713689,207,64,-0.447988,4.835216,5.638033,'High Sales',no,no
'Traditional Wear','Calvin Klein',Jeans,Men,S,Pink,Summer,Cash,Returning,1336.113171,946.922093,43.598412,1,37313.065954,365,41.066821,1.086557,4.780326,1.026008,'High Sales',no,no
Bottoms,Zara,'Formal Shirt',Men,XXL,Black,All-Season,Cash,New,1656.945192,1225.086157,49.441696,8,39570.122809,459,56,1.084542,4.105785,10.327814,'Medium Sales',no,no
Outerwear,Gucci,Sweatshirt,Women,XXL,White,Winter,Card,New,951.924621,230.870978,19.11334,2,61643.432634,383,41,1.466781,4.305272,10.762175,'High Sales',no,no
Outerwear,Wrangler,Tops,Women,L,White,Winter,Cash,Returning,1239.005674,1075.250552,39.224191,4,65264.132923,426,23,1.255512,4.319869,19.561885,'High Sales',no,no
Tops,Versace,'Formal Shirt',Men,XL,Black,Winter,UPI,New,2213.546144,628.374368,20.896623,9,63074.10511,52,21,1.580291,3.557168,7.964507,'Low Sales',no,no
Bottoms,Nike,Sweatshirt,Women,S,Purple,Winter,Cash,New,1957.952058,1062.033206,18.631655,2,55793.047061,194,36,0.689441,4.329031,13.019437,'Low Sales',no,no
Bottoms,'Forever 21',Leggings,Women,L,Red,All-Season,Card,Returning,1569.275908,1044.001534,5.101802,1,53054.863992,109,20,1.595429,4.539664,11.861439,'Low Sales',no,no
Tops,Levi’s,Blazer,Men,S,Red,Summer,Cash,New,1699.018599,932.34978,45.931997,1,38895.019081,201,22,2.111168,3.874317,19.242472,'High Sales',no,no
Bottoms,Reebok,Hoodie,Women,M,Red,Winter,'Net Banking',New,915.494654,794.967291,21.543996,2,25036.361184,234,48,0.745472,3.688187,26.346647,'Medium Sales',no,no
'Traditional Wear',Nike,Shorts,Men,XL,Black,All-Season,Card,New,2150.610839,1291.057455,24.994389,1,56004.593864,162,57,1.726848,4.978415,11.305485,'Medium Sales',no,no
Tops,'Calvin Klein',Shorts,Women,S,Blue,Summer,Card,Returning,2794.368345,951.931078,23.188196,2,75405.285833,177,57,0.628687,4.260896,0.166088,'Low Sales',no,no
'Traditional Wear',Zara,'Casual Shirt',Men,S,Black,All-Season,UPI,New,1493.863298,1157.967815,21.144249,4,55900.607259,199,24,3.267875,3.35346,3.498902,'High Sales',no,no
Bottoms,Balenciaga,'Polo Shirt',Women,XL,Blue,Summer,Card,New,1974.732488,1350.729875,46.420583,2,59945.103411,319,36,1.447096,3.695025,24.991523,'High Sales',no,no
Tops,Zara,'Track Pants',Women,S,Black,Summer,'Net Banking',New,1340.456218,1592.691864,30.694224,7,36001.183367,29,43,2.194124,4.02865,15.211623,'Low Sales',no,no
Bottoms,Adidas,'Track Pants',Women,S,Yellow,All-Season,Card,Returning,1232.242892,805.500536,25.394851,7,15186.325665,490,50,1.826959,4.800092,6.644982,'Low Sales',no,no
Tops,'Forever 21',Hoodie,Men,XL,Black,Summer,Cash,New,1830.950797,1389.092628,28.878162,7,46529.48986,250.329842,24,3.015599,3.847982,0.122655,'Low Sales',no,no
Bottoms,Gucci,Jumpsuit,Women,M,Green,Summer,'Net Banking',Returning,1022.464508,1322.7771,35.262785,4,44958.251653,92,24,2.621796,3.24269,3.111292,'Medium Sales',no,no
'Traditional Wear',H&M,Jeans,Women,L,Green,Summer,Card,New,1209.436769,1090.436662,14.908317,4,85898.826389,250.329842,30,2.292816,3.532417,1.186429,'Low Sales',no,no
'Traditional Wear',Wrangler,'Formal Shirt',Women,XXL,Purple,Summer,Card,New,1912.43661,235.371349,2.402857,2,76881.164634,211,46,3.474099,4.252225,7.829775,'High Sales',no,no
Bottoms,'Ralph Lauren',Palazzo,Women,XL,Purple,Winter,Cash,Returning,1227.328974,1879.205275,2.079298,7,66830.136447,95,52,1.892133,4.968268,23.365804,'Low Sales',no,no
Tops,'Ralph Lauren',Palazzo,Men,M,Black,All-Season,UPI,Returning,1554.029505,558.33416,26.07428,8,32375.561263,439,25,0.641575,4.9526,6.777468,'High Sales',no,no
Outerwear,Levi’s,Leggings,Women,XL,White,All-Season,Card,New,1255.483673,1010.083843,24.876992,9,45353.412071,255,61,2.387418,3.334427,12.999667,'Low Sales',no,no
'Traditional Wear','Ralph Lauren',Tops,Women,S,Blue,Winter,Cash,New,1888.783885,1343.815285,25.817148,6,42193.960498,250.329842,60,1.235767,4.402053,13.285399,'Medium Sales',no,no
'Traditional Wear',Nike,Shorts,Men,M,Orange,Winter,Card,Returning,1951.938076,1193.967477,48.47648,9,37179.852774,66,43,2.193475,4.918446,4.720467,'High Sales',no,no
Outerwear,Nike,Jeans,Men,M,Purple,Summer,Card,Returning,1560.926962,1538.879871,6.036575,1,43520.416882,219,41,-0.05905,4.794798,17.138007,'Medium Sales',no,no
Bottoms,'Louis Vuitton',Tops,Men,L,Yellow,Winter,Card,Returning,853.701953,1059.577997,9.779215,9,33259.936888,2,56,2.223957,4.325185,29.478188,'Medium Sales',no,no
Tops,Nike,'Formal Shirt',Women,S,Red,Summer,'Net Banking',Returning,769.471082,995.691827,19.324254,5,29961.851981,170,19,1.305993,4.104857,0.132223,'High Sales',no,no
Bottoms,Balenciaga,Jacket,Men,XXL,Green,Winter,'Net Banking',Returning,2062.688617,854.265155,25.504582,4,81925.043646,5,26,2.100948,4.71064,26.304972,'Low Sales',no,no
Athleisure,Zara,Dress,Men,M,Pink,Summer,Card,New,1523.81741,1097.567115,1.648485,6,77505.786017,372,54,4.448412,3.29236,10.073936,'Medium Sales',no,no
'Traditional Wear',Nike,Leggings,Men,L,Black,All-Season,'Net Banking',Returning,1861.820685,887.163804,19.699502,7,51724.448978,290,59,2.409149,4.711303,17.218919,'Low Sales',no,no
Athleisure,Reebok,'Formal Shirt',Women,S,White,Summer,Card,New,1437.114553,592.392507,27.991959,5,65670.982815,494,61,1.780315,3.721285,25.477037,'High Sales',no,no
'Traditional Wear',Nike,'Casual Shirt',Men,XL,Green,Winter,'Net Banking',New,1110.979863,489.452867,47.255276,7,38462.176037,28,38,3.218195,3.857749,9.305092,'Medium Sales',no,no
'Traditional Wear','Forever 21',Jumpsuit,Men,M,Black,Summer,UPI,New,2045.350915,888.380331,41.681842,4,59224.618455,250.329842,38,1.637099,3.042746,26.745307,'High Sales',no,no
Athleisure,H&M,'Formal Shirt',Men,L,Yellow,Winter,'Net Banking',Returning,1950.149347,1212.172869,8.612057,7,61543.66615,40,42,3.065244,4.984925,29.548929,'High Sales',no,no
Athleisure,Versace,Palazzo,Women,M,Black,Summer,'Net Banking',New,1953.90772,1215.054574,40.444023,7,40230.425705,401,22,2.035045,3.66868,0.249887,'High Sales',no,no
Bottoms,Nike,Tops,Women,XL,Green,Summer,UPI,New,1205.795554,650.077571,48.047871,6,40142.014243,219,42,1.324301,3.698576,2.372137,'High Sales',no,no
Athleisure,H&M,'Casual Shirt',Men,XL,Orange,Summer,Card,Returning,1375.527654,493.214498,41.897991,4,49467.628875,254,61,4.442885,4.114129,7.956489,'Low Sales',no,no
Bottoms,'Tommy Hilfiger',Shorts,Men,M,Red,Summer,Card,New,1554.029505,938.237007,41.07304,2,76882.580903,152,44,0.918037,3.995121,20.746258,'High Sales',no,no
Bottoms,Nike,Jumpsuit,Men,L,Pink,Summer,'Net Banking',New,1837.839068,809.607006,42.336501,6,47533.896337,433,29,1.880405,3.84051,13.697531,'High Sales',no,no
Bottoms,Zara,T-Shirt,Women,XL,Purple,Winter,Card,Returning,1236.310644,1442.07394,2.815596,8,66020.220198,242,41.066821,1.446375,3.525473,16.680436,'High Sales',no,no
'Traditional Wear',GAP,'Casual Shirt',Women,L,Blue,All-Season,Card,Returning,1421.421768,1486.180544,24.994389,8,52459.860243,225,63,1.487942,4.359459,1.1073,'Low Sales',no,no
'Traditional Wear','Louis Vuitton',Skirt,Men,XXL,Black,All-Season,Cash,Returning,1554.029505,1401.914616,26.717178,1,48355.138169,250.329842,55,4.342371,3.233677,24.602521,'High Sales',no,no
Athleisure,H&M,'Formal Shirt',Men,S,Green,All-Season,UPI,Returning,2000.895435,1348.3304,33.776522,9,52110.491968,302,64,1.477127,4.201196,19.466051,'Low Sales',no,no
'Traditional Wear',Puma,Dress,Men,S,Purple,All-Season,Card,Returning,1809.754837,977.396779,36.394948,1,59510.182243,90,29,1.141138,4.999195,3.185437,'Medium Sales',no,no
Athleisure,Diesel,Hoodie,Women,XXL,Orange,Summer,UPI,Returning,2168.236629,1226.083413,18.905206,9,46512.681848,390,33,0.701446,3.995121,5.724235,'Medium Sales',no,no
'Traditional Wear','Louis Vuitton',Jeans,Men,L,Black,All-Season,Cash,Returning,900.442568,1441.085667,36.948156,4,53939.953306,40,21,1.011098,3.643971,6.37833,'High Sales',no,no
Tops,Puma,Trousers,Men,S,White,Winter,Card,New,1443.325446,1361.943328,39.449556,8,34331.702585,3,42,0.841338,4.253646,27.029379,'High Sales',no,no
Tops,Wrangler,Jumpsuit,Men,XXL,Red,Winter,Card,Returning,2204.486849,616.048612,15.07082,7,52717.582936,327,23,2.22078,4.921428,5.667172,'Medium Sales',no,no
Athleisure,Gucci,Jacket,Men,S,Pink,All-Season,UPI,Returning,1693.669691,1031.08843,33.523475,6,47951.366233,421,54,1.681634,3.489682,4.946842,'Medium Sales',no,no
'Traditional Wear',GAP,Blazer,Women,M,Purple,All-Season,UPI,Returning,1342.389727,1147.08856,19.310599,4,37810.699136,35,56,0.654746,3.556469,29.45295,'Medium Sales',no,no
'Traditional Wear',Versace,Skirt,Women,L,Black,Winter,UPI,Returning,1993.290962,783.357865,48.539573,8,48283.942682,250.329842,38,2.611253,3.492846,22.101085,'High Sales',no,no
Bottoms,Puma,Skirt,Men,XXL,Blue,Winter,UPI,New,1278.981513,1096.225587,24.994389,6,98957.565415,1,60,1.21178,3.005062,21.114824,'Low Sales',no,no
Outerwear,Gucci,T-Shirt,Men,S,Blue,Summer,Card,Returning,209.03191,677.658742,0.380614,5,59298.061205,470,54,2.365392,3.716705,14.464877,'High Sales',no,no
Athleisure,Versace,Saree,Women,XXL,Red,Winter,UPI,New,1584.30755,1831.7563,21.855685,1,26945.703675,250,21,2.09024,3.338074,11.909015,'Low Sales',no,no
Outerwear,Puma,'Formal Shirt',Men,S,Purple,Summer,Cash,Returning,1704.118676,1585.017902,42.729388,5,49502.341571,250.329842,41,1.969616,4.659382,10.014089,'Medium Sales',no,no
Outerwear,'Forever 21',Dress,Women,M,Blue,Summer,Card,New,1084.142328,853.445277,43.94824,7,42332.899426,93,39,-0.342651,4.268344,19.169705,'Low Sales',no,no
Athleisure,GAP,Sweatshirt,Women,M,Black,Winter,Card,Returning,1531.938549,704.355577,11.073753,1,15479.963978,436,41.066821,0.858372,4.743411,29.714997,'High Sales',no,no
'Traditional Wear',Uniqlo,Trousers,Men,XL,Blue,All-Season,'Net Banking',New,1493.993048,517.916869,11.94775,8,61719.210433,185,43,2.891301,3.240323,18.241119,'Medium Sales',no,no
Athleisure,'Tommy Hilfiger',Shorts,Women,S,White,All-Season,Cash,Returning,1857.11778,984.049335,10.008204,8,82328.418952,444,45,1.966752,3.155512,22.878606,'Medium Sales',no,no
Outerwear,'Ralph Lauren',Jumpsuit,Women,M,Blue,Summer,Card,New,1536.764241,1227.293021,42.869895,5,37762.290105,86,28,1.564361,4.965884,5.766915,'Medium Sales',no,no
'Traditional Wear',Levi’s,Trousers,Men,XXL,Pink,All-Season,Card,New,1554.029505,1529.925797,11.625291,9,50115.017528,126,55,3.902078,3.860483,0.44695,'High Sales',no,no
Tops,'Tommy Hilfiger','Casual Shirt',Men,L,White,Summer,Card,Returning,2109.424341,896.845659,28.071241,9,66084.010026,239,42,2.212942,4.37609,8.800772,'High Sales',no,no
Athleisure,'Tommy Hilfiger',Tops,Men,XL,Orange,Summer,Cash,New,2367.495283,1171.766997,23.748836,7,67940.581124,160,26,1.634606,4.69843,11.532412,'High Sales',no,no
Athleisure,Balenciaga,Jumpsuit,Men,L,Black,Summer,'Net Banking',New,729.119826,721.001668,43.194228,2,81198.455761,226,27,2.731315,3.281044,2.313335,'High Sales',no,no
'Traditional Wear','Under Armour',Hoodie,Women,XXL,Pink,Summer,Card,Returning,1870.484343,1059.591351,22.93431,6,26681.099788,185,39,4.554117,4.247934,6.595357,'Low Sales',no,no
Tops,Puma,Jumpsuit,Men,S,White,Summer,Card,New,1635.086878,725.315349,3.78214,8,78232.760013,288,46,3.017732,4.678647,1.089619,'Medium Sales',no,no
Tops,H&M,Jacket,Men,S,Orange,Winter,'Net Banking',Returning,2200.133596,951.337887,24.93727,9,58851.536876,492,38,2.631854,3.578115,9.964092,'Low Sales',no,no
'Traditional Wear',Balenciaga,Hoodie,Women,S,Black,Winter,Card,New,1109.205019,869.435921,32.034692,9,25093.552523,436,55,2.251574,3.426533,4.290995,'Medium Sales',no,no
Bottoms,'Louis Vuitton',Kurta,Women,S,Purple,All-Season,UPI,Returning,1194.537104,951.453495,46.378453,1,42549.025559,344,56,1.858601,3.11214,8.359412,'High Sales',no,no
Athleisure,Uniqlo,T-Shirt,Women,S,Black,All-Season,UPI,Returning,1501.547014,1103.851993,36.292891,3,65162.495201,471,60,0.895434,3.332415,0.953952,'Medium Sales',no,no
Athleisure,Diesel,Hoodie,Men,XXL,Purple,Winter,Cash,New,1177.881857,455.603511,22.462371,9,57810.998551,1,25,1.807519,3.08339,26.654992,'Medium Sales',no,no
Outerwear,'Under Armour',Trousers,Men,XL,Yellow,All-Season,Card,Returning,1636.087981,770.353085,24.994389,1,57053.603276,463,54,1.958721,4.494368,28.811865,'High Sales',no,no
'Traditional Wear',Nike,'Formal Shirt',Men,XL,Purple,Summer,Cash,New,464.393419,787.265906,40.662384,2,44909.396517,159,64,3.173756,4.742772,16.936691,'Medium Sales',no,no
Outerwear,Uniqlo,'Formal Shirt',Men,XL,White,Winter,Cash,Returning,2212.545862,427.98572,12.816019,1,48515.635599,313,54,1.305062,4.24678,1.074422,'Low Sales',no,no
Outerwear,'Calvin Klein',Saree,Women,M,Orange,All-Season,Cash,New,1689.573432,837.369471,24.519973,4,48078.323872,318,30,1.578651,4.34076,19.492622,'Medium Sales',no,no
Tops,Reebok,Palazzo,Men,XXL,Black,Winter,Card,Returning,1847.831021,1329.819289,3.86076,9,45776.998931,354,61,1.99817,3.034298,18.244885,'High Sales',no,no
Athleisure,Levi’s,Blazer,Men,S,Black,Winter,Card,Returning,1780.443975,1274.060028,21.177248,7,58291.019389,187,18,0.987453,3.962363,5.546779,'High Sales',no,no
Outerwear,Diesel,Saree,Women,S,Purple,Winter,'Net Banking',Returning,2849.723936,605.303474,5.260312,3,20698.221015,235,41.066821,2.138365,4.280902,20.590588,'Medium Sales',no,no
Tops,Adidas,'Formal Shirt',Women,L,Black,Winter,Card,New,2312.128265,777.253643,25.884629,9,46317.801728,246,46,2.199552,4.77156,18.384121,'High Sales',no,no
'Traditional Wear',Reebok,Shorts,Men,M,Blue,Summer,UPI,Returning,774.885635,778.711346,47.580798,1,94442.254316,279,41,1.839166,4.190629,18.954905,'High Sales',no,no
Outerwear,Reebok,Skirt,Women,M,Red,Winter,'Net Banking',Returning,1403.878032,1139.80778,39.964388,2,40046.879772,335,21,2.245466,3.45306,16.662659,'Low Sales',no,no
Athleisure,Uniqlo,Hoodie,Women,L,White,Winter,Card,New,1676.15719,1802.181057,27.694265,1,63654.304207,473,31,0.593431,4.706475,7.292717,'High Sales',no,no
Outerwear,Balenciaga,'Formal Shirt',Women,XL,Purple,All-Season,'Net Banking',Returning,1252.407096,1339.350621,6.52473,4,33305.339008,232,41.066821,0.841933,3.322767,13.133685,'High Sales',no,no
'Traditional Wear',Uniqlo,'Formal Shirt',Men,S,Purple,All-Season,Card,Returning,1050.468967,604.701547,24.994389,5,54600.931805,267,45,1.573537,3.879681,23.542391,'Medium Sales',no,no
Outerwear,Gucci,Jacket,Men,S,Blue,Winter,Cash,Returning,1297.895629,895.284572,13.022644,2,76648.853919,80,41,0.728301,4.518004,6.948128,'Medium Sales',no,no
Athleisure,Diesel,Trousers,Women,M,Green,Summer,UPI,Returning,2141.286606,599.33512,25.597779,9,51459.050574,14,61,2.039472,4.571771,24.992978,'Medium Sales',no,no
Tops,Puma,'Track Pants',Men,XL,Blue,Summer,'Net Banking',Returning,727.088893,474.387947,15.84845,7,84144.66327,321,34,3.696391,4.249967,28.828528,'Medium Sales',no,no
Athleisure,GAP,'Formal Shirt',Women,S,White,Winter,Card,Returning,1169.06144,1827.293897,24.696612,1,54271.616899,154,35,0.785105,4.130182,23.582116,'Medium Sales',no,no
Tops,Levi’s,Jeans,Women,L,Orange,Winter,'Net Banking',New,1572.314197,1357.996732,12.541799,8,81994.790509,314,57,1.613645,3.190614,14.407133,'Medium Sales',no,no
Bottoms,Balenciaga,Kurta,Men,S,Black,All-Season,Card,New,1533.210961,663.196965,18.013645,5,61692.316639,416,60,2.427239,4.37608,14.843661,'High Sales',no,no
Athleisure,H&M,Palazzo,Men,L,Black,Winter,Card,New,1669.905311,1426.163683,43.513599,1,39781.608028,38,62,2.1122,3.950561,18.412888,'High Sales',no,no
Athleisure,Balenciaga,Leggings,Women,XXL,Black,Summer,Card,Returning,1809.940867,1406.016129,39.092009,2,49109.626433,492,49,2.411669,3.295101,21.171725,'High Sales',no,no
'Traditional Wear',Reebok,Shorts,Men,L,White,All-Season,UPI,Returning,1554.029505,603.205168,27.504782,9,62394.959828,79,47,2.257834,3.986695,25.051879,'High Sales',no,no
Outerwear,H&M,Sweatshirt,Women,XXL,Blue,Winter,'Net Banking',Returning,1871.964317,1035.783745,27.035587,8,63999.085916,111,50,1.725266,4.949634,20.209015,'High Sales',no,no
Tops,'Ralph Lauren',Dress,Men,XL,Green,Summer,'Net Banking',Returning,1459.885712,610.423997,6.211241,1,60279.974279,16,51,3.64401,4.456344,4.195043,'Low Sales',no,no
Tops,'Tommy Hilfiger','Formal Shirt',Men,S,Pink,Summer,Card,New,861.475187,1729.808204,32.955579,9,46615.625204,417,34,3.250748,4.496202,2.169317,'Medium Sales',no,no
'Traditional Wear','Forever 21',Leggings,Women,S,Orange,Winter,Card,New,1630.340097,955.275908,34.616304,1,48382.253505,474,18,2.943443,4.347704,16.12839,'Low Sales',no,no
'Traditional Wear',GAP,Skirt,Men,M,Red,Summer,'Net Banking',New,1002.051766,99.427657,42.917343,8,74798.420514,232,19,1.052402,4.60189,16.562313,'Low Sales',no,no
Outerwear,GAP,Trousers,Men,L,Yellow,Winter,Card,Returning,1441.425952,1584.682572,27.090684,1,55705.692482,167,47,1.174186,4.091688,11.132892,'Low Sales',no,no
Outerwear,GAP,Jeans,Women,L,Pink,All-Season,Cash,New,1474.975648,936.790421,36.04896,3,11963.853146,431,41.066821,1.86446,3.487604,16.533741,'Low Sales',no,no
Athleisure,Zara,Hoodie,Men,XXL,White,Summer,UPI,New,1580.697431,1330.956248,19.769337,9,44694.759844,250.329842,45,1.628993,4.796835,15.653284,'High Sales',no,no
Bottoms,'Ralph Lauren',Dress,Men,S,Black,All-Season,'Net Banking',New,1493.692975,829.806224,48.942719,1,66088.300081,35,62,2.182219,4.685883,11.534827,'Medium Sales',no,no
Outerwear,'Under Armour',Saree,Women,L,Purple,All-Season,Card,Returning,1409.229477,768.5334,18.77467,3,24791.770803,325,26,0.914457,4.999001,25.234977,'Medium Sales',no,no
'Traditional Wear','Under Armour',Palazzo,Women,L,Yellow,Winter,'Net Banking',New,1345.356411,1105.347719,14.960498,3,62388.827906,350,46,2.054978,3.313028,13.19992,'High Sales',no,no
Outerwear,'Tommy Hilfiger',Dress,Men,S,White,Winter,UPI,New,1540.42302,1138.318107,25.505104,6,42527.80305,360,40,1.354437,3.841749,19.144543,'High Sales',no,no
Tops,H&M,Trousers,Men,XL,Black,Summer,'Net Banking',Returning,2505.172821,1164.963314,35.514847,4,8836.647208,124,28,2.129809,4.712666,4.402136,'High Sales',no,no
Bottoms,'Calvin Klein',Tops,Women,XL,Yellow,Summer,Card,Returning,1231.471443,1360.686498,24.694376,1,60846.244523,221,19,1.902785,3.565467,15.996756,'High Sales',no,no
Athleisure,Nike,Saree,Women,S,Blue,Summer,Cash,Returning,1554.029505,408.349437,44.645477,1,55213.378704,336,37,1.307746,3.948081,23.551025,'Low Sales',no,no
Tops,Reebok,Jumpsuit,Men,S,White,Winter,'Net Banking',New,2151.684436,495.904167,21.260067,5,11294.058649,346,36,1.97879,3.607191,8.224025,'Medium Sales',no,no
Tops,Levi’s,'Casual Shirt',Men,XL,Black,Winter,Cash,Returning,1554.029505,1408.510482,31.859874,2,41320.579057,31,34,0.311656,3.611784,14.984655,'Medium Sales',no,no
Bottoms,H&M,'Formal Shirt',Women,XL,White,Summer,Cash,New,638.642981,1643.56901,12.718813,4,48822.158184,452,19,1.224653,3.406037,19.935736,'Low Sales',no,no
Athleisure,'Calvin Klein',Kurta,Women,XL,Orange,Winter,UPI,New,1837.252453,1544.408771,27.305522,1,52292.136308,429,60,4.301509,4.347897,10.760769,'High Sales',no,no
'Traditional Wear',Balenciaga,Sweatshirt,Women,S,Pink,All-Season,'Net Banking',New,1605.700679,707.192517,5.830403,9,24427.523987,193,59,1.729916,4.846919,16.835101,'High Sales',no,no
Athleisure,Wrangler,Saree,Women,L,Orange,Winter,Cash,New,1228.180696,1030.018066,24.994389,4,49568.940815,469,23,1.727588,4.971968,21.966312,'High Sales',no,no
Outerwear,Zara,Jacket,Women,M,Purple,Winter,'Net Banking',Returning,1650.053574,1128.3443,45.78045,8,31983.602473,320,57,1.575551,4.19888,16.220845,'Medium Sales',no,no
Tops,Nike,Leggings,Women,XXL,Green,All-Season,Card,Returning,2529.99248,863.583956,47.791949,9,28593.772724,417,53,3.192208,4.338416,9.824627,'Medium Sales',no,no
Outerwear,Levi’s,Tops,Men,M,Purple,Summer,Card,Returning,1132.197202,740.450559,15.741037,4,68720.707774,411,53,0.803106,4.005017,26.744053,'Low Sales',no,no
'Traditional Wear','Under Armour',Sweatshirt,Women,M,Pink,Summer,'Net Banking',New,1192.789589,1543.686945,7.270858,1,44509.699556,46,60,0.802108,4.916068,29.26398,'Medium Sales',no,no
Outerwear,Puma,Skirt,Women,M,White,Winter,Cash,New,2707.076844,1282.598085,34.933955,6,62574.275849,448,49,1.73668,4.768977,20.585127,'Low Sales',no,no
Athleisure,Puma,'Formal Shirt',Men,L,Purple,Summer,Cash,Returning,1354.539566,1199.965291,22.445322,7,50470.909049,395,48,1.722279,4.558998,8.167396,'High Sales',no,no
Outerwear,'Tommy Hilfiger',Kurta,Men,XL,Yellow,Summer,'Net Banking',New,2123.492908,1013.986268,48.110696,1,70271.856823,422,45,2.359985,3.78117,27.670429,'High Sales',no,no
'Traditional Wear','Louis Vuitton',Trousers,Women,XXL,White,Winter,Cash,Returning,1259.284653,897.942157,40.633819,2,49801.97944,390,23,-0.016897,4.212266,1.015691,'Low Sales',no,no
'Traditional Wear',H&M,Trousers,Women,M,Blue,Summer,'Net Banking',Returning,1306.68546,1158.836765,30.287166,9,79877.878475,368,28,0.675715,4.433759,21.649081,'Medium Sales',no,no
'Traditional Wear',Adidas,'Polo Shirt',Women,L,Pink,Winter,Cash,New,1628.286077,1275.632082,18.709788,4,71164.051828,250.329842,41.066821,1.046566,4.500428,18.659479,'Low Sales',no,no
Athleisure,Balenciaga,Palazzo,Men,XL,Orange,Winter,Card,Returning,1554.029505,718.330395,2.671535,8,78989.322711,437,60,1.941358,3.717942,5.718438,'Low Sales',no,no
'Traditional Wear','Ralph Lauren',Kurta,Women,S,Red,Winter,Cash,Returning,1599.701224,1034.701428,49.672565,9,29355.686312,46,47,0.58704,3.320383,0.952553,'Medium Sales',no,no
Tops,Zara,T-Shirt,Women,L,Pink,Winter,'Net Banking',Returning,1875.624566,1098.264605,24.994389,1,43604.162854,332,29,2.828924,4.871802,18.418039,'High Sales',no,no
'Traditional Wear',Nike,'Formal Shirt',Women,S,Blue,All-Season,Card,New,2220.159213,1484.798248,34.481009,2,11332.633964,40,38,2.122715,4.561192,5.652474,'High Sales',no,no
Outerwear,GAP,Palazzo,Women,L,Green,All-Season,Card,New,1814.582214,1283.226257,10.359001,6,25750.542036,197,49,3.590635,3.100745,21.986651,'Medium Sales',no,no
